Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,isol_growth_condt,strain,num_replicons,ref_biomaterial,host_subject_id,source_material_ID,Cultivar,Ecotype,isolate
SRR9222408,WGS,273,PRJNA544527,SAMN11849213,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992783,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0088_b3,PAIRED,RANDOM,GENOMIC,1514,597,Parabacteroides distasonis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897790,am_0171_0088_b3,SRP200548,missing,BIOML-A11,missing,missing,,,,,
SRR9222409,WGS,270,PRJNA544527,SAMN11849212,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992782,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0006_0094_b10,PAIRED,RANDOM,GENOMIC,642,273,Parabacteroides distasonis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897789,am_0006_0094_b10,SRP200548,missing,BIOML-A10,missing,missing,,,,,
SRR9222411,WGS,276,PRJNA544527,SAMN11849164,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992780,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_d6,PAIRED,RANDOM,GENOMIC,152,59,Lactobacillus ruminis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897787,av_0103_0046_d6,SRP200548,missing,BIOML-A19,missing,missing,,,,,
SRR9222412,WGS,146,PRJNA544527,SAMN11849618,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992779,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0035_h7,PAIRED,RANDOM,GENOMIC,49,19,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897786,am_0171_0035_h7,SRP200548,missing,BIOML-A190,missing,missing,,,,,
SRR9222413,WGS,146,PRJNA544527,SAMN11849619,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992778,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0035_h8,PAIRED,RANDOM,GENOMIC,42,17,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897785,am_0171_0035_h8,SRP200548,missing,BIOML-A191,missing,missing,,,,,
SRR9222414,WGS,146,PRJNA544527,SAMN11849616,"MIGS/MIMS/MIMARKS.human-gut,MIGS.ba",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992777,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0035_h5,PAIRED,RANDOM,GENOMIC,48,19,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897783,am_0171_0035_h5,SRP200548,missing,BIOML-A188,missing,missing,,,,,
SRR9222416,WGS,269,PRJNA544527,SAMN11849622,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992775,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0078_b2,PAIRED,RANDOM,GENOMIC,976,387,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897781,am_0171_0078_b2,SRP200548,missing,BIOML-A194,missing,missing,,,,,
SRR9222418,WGS,266,PRJNA544527,SAMN11849620,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992773,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0071_d8,PAIRED,RANDOM,GENOMIC,307,131,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897780,am_0171_0071_d8,SRP200548,missing,BIOML-A192,missing,missing,,,,,
SRR9222419,WGS,283,PRJNA544527,SAMN11849621,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992772,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0078_a1,PAIRED,RANDOM,GENOMIC,253,104,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897779,am_0171_0078_a1,SRP200548,missing,BIOML-A193,missing,missing,,,,,
SRR9222421,WGS,144,PRJNA544527,SAMN11849460,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992770,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_c9,PAIRED,RANDOM,GENOMIC,45,17,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897778,af_0058_0034_c9,SRP200548,missing,BIOML-A32,missing,missing,,,,,
SRR9222422,WGS,143,PRJNA544527,SAMN11849463,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992769,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_d1,PAIRED,RANDOM,GENOMIC,774,300,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897775,af_0058_0034_d1,SRP200548,missing,BIOML-A35,missing,missing,,,,,
SRR9222424,WGS,143,PRJNA544527,SAMN11849457,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992767,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_c6,PAIRED,RANDOM,GENOMIC,188,73,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897774,af_0058_0034_c6,SRP200548,missing,BIOML-A29,missing,missing,,,,,
SRR9222425,WGS,144,PRJNA544527,SAMN11849456,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992766,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_c5,PAIRED,RANDOM,GENOMIC,226,88,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897773,af_0058_0034_c5,SRP200548,missing,BIOML-A28,missing,missing,,,,,
SRR9222429,WGS,236,PRJNA544527,SAMN11849421,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992762,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0019_g3,PAIRED,RANDOM,GENOMIC,600,252,Streptococcus salivarius,ILLUMINA,2019-07-31T00:00:00Z,SRS4897769,bj_0095_0019_g3,SRP200548,missing,BIOML-A30,missing,missing,,,,,
SRR9222431,WGS,258,PRJNA544527,SAMN11849423,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992760,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0052_c5,PAIRED,RANDOM,GENOMIC,1192,450,Streptococcus salivarius,ILLUMINA,2019-07-31T00:00:00Z,SRS4897767,bj_0095_0052_c5,SRP200548,missing,BIOML-A32,missing,missing,,,,,
SRR9222432,WGS,145,PRJNA544527,SAMN11849465,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992759,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_d3,PAIRED,RANDOM,GENOMIC,355,138,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897764,af_0058_0034_d3,SRP200548,missing,BIOML-A37,missing,missing,,,,,
SRR9222433,WGS,144,PRJNA544527,SAMN11849464,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992758,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_d2,PAIRED,RANDOM,GENOMIC,181,70,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897765,af_0058_0034_d2,SRP200548,missing,BIOML-A36,missing,missing,,,,,
SRR9222437,WGS,275,PRJNA544527,SAMN11849157,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992754,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_b11,PAIRED,RANDOM,GENOMIC,527,200,Lactobacillus ruminis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897761,av_0103_0046_b11,SRP200548,missing,BIOML-A12,missing,missing,,,,,
SRR9222439,WGS,281,PRJNA544527,SAMN11849316,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,05-Sep-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992752,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0111_0084_b6,PAIRED,RANDOM,GENOMIC,787,317,Phascolarctobacterium faecium,ILLUMINA,2019-07-31T00:00:00Z,SRS4897760,am_0111_0084_b6,SRP200548,missing,BIOML-A16,missing,missing,,,,,
SRR9222441,WGS,275,PRJNA544527,SAMN11849318,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,12-May-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992750,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0084_d7,PAIRED,RANDOM,GENOMIC,850,338,Phascolarctobacterium faecium,ILLUMINA,2019-07-31T00:00:00Z,SRS4897757,am_0224_0084_d7,SRP200548,missing,BIOML-A18,missing,missing,,,,,
SRR9222445,WGS,278,PRJNA544527,SAMN11849322,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992746,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0003_0093_e11,PAIRED,RANDOM,GENOMIC,894,379,Proteus mirabilis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897753,am_0003_0093_e11,SRP200548,missing,BIOML-A2,missing,missing,,,,,
SRR9222447,WGS,277,PRJNA544527,SAMN11849324,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992744,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0003_0093_h11,PAIRED,RANDOM,GENOMIC,359,153,Proteus mirabilis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897751,am_0003_0093_h11,SRP200548,missing,BIOML-A4,missing,missing,,,,,
SRR9222451,WGS,276,PRJNA544527,SAMN11849161,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992740,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_c7,PAIRED,RANDOM,GENOMIC,162,62,Lactobacillus ruminis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897747,av_0103_0046_c7,SRP200548,missing,BIOML-A16,missing,missing,,,,,
SRR9222453,WGS,276,PRJNA544527,SAMN11849163,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992738,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_d3,PAIRED,RANDOM,GENOMIC,130,50,Lactobacillus ruminis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897745,av_0103_0046_d3,SRP200548,missing,BIOML-A18,missing,missing,,,,,
SRR9222455,WGS,278,PRJNA544527,SAMN11849525,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,20-May-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992736,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0079_f10,PAIRED,RANDOM,GENOMIC,418,172,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897743,am_0070_0079_f10,SRP200548,missing,BIOML-A97,missing,missing,,,,,
SRR9222457,WGS,281,PRJNA544527,SAMN11849095,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992734,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_g7,PAIRED,RANDOM,GENOMIC,490,201,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897741,aa_0143_0089_g7,SRP200548,missing,BIOML-B12,missing,missing,,,,,
SRR9222459,WGS,270,PRJNA544527,SAMN11849089,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992732,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_d8,PAIRED,RANDOM,GENOMIC,1229,494,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897739,aa_0143_0089_d8,SRP200548,missing,BIOML-B6,missing,missing,,,,,
SRR9222460,WGS,276,PRJNA544527,SAMN11849088,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992731,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_d8-BIS,PAIRED,RANDOM,GENOMIC,717,286,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897738,aa_0143_0089_d8-BIS,SRP200548,missing,BIOML-B5,missing,missing,,,,,
SRR9222461,WGS,236,PRJNA544527,SAMN11849087,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992730,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0003_e2,PAIRED,RANDOM,GENOMIC,455,195,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897737,aa_0143_0003_e2,SRP200548,missing,BIOML-B4,missing,missing,,,,,
SRR9222462,WGS,233,PRJNA544527,SAMN11849086,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992729,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0003_d1,PAIRED,RANDOM,GENOMIC,375,164,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897736,aa_0143_0003_d1,SRP200548,missing,BIOML-B3,missing,missing,,,,,
SRR9222465,WGS,275,PRJNA544527,SAMN11849091,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992726,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_e1,PAIRED,RANDOM,GENOMIC,757,304,Faecalibacterium prausnitzii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897733,aa_0143_0089_e1,SRP200548,missing,BIOML-B8,missing,missing,,,,,
SRR9222467,WGS,142,PRJNA544527,SAMN11849645,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,23-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992724,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0036_f11,PAIRED,RANDOM,GENOMIC,716,279,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897731,bk_0021_0036_f11,SRP200548,missing,BIOML-A217,missing,missing,,,,,
SRR9222474,WGS,250,PRJNA544527,SAMN11849268,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,20-May-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992717,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0075_c12,PAIRED,RANDOM,GENOMIC,467,210,Parabacteroides merdae,ILLUMINA,2019-07-31T00:00:00Z,SRS4897724,am_0070_0075_c12,SRP200548,missing,BIOML-A14,missing,missing,,,,,
SRR9222476,WGS,279,PRJNA544527,SAMN11849253,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992715,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0055_h10,PAIRED,RANDOM,GENOMIC,173,72,Parabacteroides goldsteinii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897722,aa_0143_0055_h10,SRP200548,missing,BIOML-A10,missing,missing,,,,,
SRR9222481,WGS,244,PRJNA544527,SAMN11849275,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,05-Sep-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992710,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0111_0076_c3,PAIRED,RANDOM,GENOMIC,317,143,Parabacteroides merdae,ILLUMINA,2019-07-31T00:00:00Z,SRS4897717,am_0111_0076_c3,SRP200548,missing,BIOML-A21,missing,missing,,,,,
SRR9222483,WGS,217,PRJNA544527,SAMN11849246,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992708,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0055_b10,PAIRED,RANDOM,GENOMIC,399,156,Parabacteroides goldsteinii,ILLUMINA,2019-07-31T00:00:00Z,SRS4897715,aa_0143_0055_b10,SRP200548,missing,BIOML-A3,missing,missing,,,,,
SRR9222486,WGS,145,PRJNA544527,SAMN11849497,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992705,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_g11,PAIRED,RANDOM,GENOMIC,512,203,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897711,af_0058_0034_g11,SRP200548,missing,BIOML-A69,missing,missing,,,,,
SRR9222489,WGS,145,PRJNA544527,SAMN11849498,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992702,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_g12,PAIRED,RANDOM,GENOMIC,421,165,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897709,af_0058_0034_g12,SRP200548,missing,BIOML-A70,missing,missing,,,,,
SRR9222490,WGS,145,PRJNA544527,SAMN11849501,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992701,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0034_g3,PAIRED,RANDOM,GENOMIC,373,146,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,SRS4897708,af_0058_0034_g3,SRP200548,missing,BIOML-A73,missing,missing,,,,,
